variant,round,metric,value
task4,14931.0,score,1.96
task4,14932.0,score,1.98
task4,14933.0,score,1.97
task4,14934.0,score,1.97
task4,14935.0,score,1.98
task4,14936.0,score,2.0
task4,14937.0,score,2.02
task4,14938.0,score,2.03
task4,14939.0,score,2.07
task4,14940.0,score,2.03
task4,14941.0,score,1.99
task4,14942.0,score,2.01
task4,14943.0,score,1.93
task4,14944.0,score,1.86
task4,14945.0,score,1.86
task4,14946.0,score,1.84
task4,14947.0,score,1.82
task4,14948.0,score,1.82
task4,14949.0,score,1.85
task4,14950.0,score,1.85
task4,14951.0,score,1.85
task4,14952.0,score,1.87
task4,14953.0,score,1.86
task4,14954.0,score,1.86
task4,14955.0,score,1.86
task4,14956.0,score,1.84
task4,14957.0,score,1.81
task4,14958.0,score,1.83
task4,14959.0,score,1.83
task4,14960.0,score,1.85
task4,14961.0,score,1.86
task4,14962.0,score,1.85
task4,14963.0,score,1.83
task4,14964.0,score,1.82
task4,14965.0,score,1.8
task4,14966.0,score,1.81
task4,14967.0,score,1.81
task4,14968.0,score,1.81
task4,14969.0,score,1.79
task4,14970.0,score,1.83
task4,14971.0,score,1.85
task4,14972.0,score,1.84
task4,14973.0,score,1.83
task4,14974.0,score,1.84
task4,14975.0,score,1.81
task4,14976.0,score,1.83
task4,14977.0,score,1.84
task4,14978.0,score,1.84
task4,14979.0,score,1.85
task4,14980.0,score,1.84
task4,14981.0,score,1.84
task4,14982.0,score,1.83
task4,14983.0,score,1.83
task4,14984.0,score,1.82
task4,14985.0,score,1.81
task4,14986.0,score,1.86
task4,14987.0,score,1.87
task4,14988.0,score,1.88
task4,14989.0,score,1.88
task4,14990.0,score,1.9
task4,14991.0,score,1.91
task4,14992.0,score,1.93
task4,14993.0,score,1.89
task4,14994.0,score,1.88
task4,14995.0,score,1.9
task4,14996.0,score,1.91
task4,14997.0,score,1.92
task4,14998.0,score,1.91
task4,14999.0,score,1.89
task4,15000.0,score,1.87
task4,15001.0,score,1.82
task4,15002.0,score,1.8
task4,15003.0,score,1.79
task4,15004.0,score,1.69
task4,15005.0,score,1.71
task4,15006.0,score,1.71
task4,15007.0,score,1.71
task4,15008.0,score,1.73
task4,15009.0,score,1.72
task4,15010.0,score,1.75
task4,15011.0,score,1.75
task4,15012.0,score,1.73
task4,15013.0,score,1.77
task4,15014.0,score,1.77
task4,15015.0,score,1.78
task4,15016.0,score,1.82
task4,15017.0,score,1.82
task4,15018.0,score,1.81
task4,15019.0,score,1.82
task4,15020.0,score,1.82
task4,15021.0,score,1.89
task4,15022.0,score,1.91
task4,15023.0,score,1.9
task4,15024.0,score,1.91
task4,15025.0,score,1.88
task4,15026.0,score,1.8
task4,15027.0,score,1.8
task4,15028.0,score,1.82
task4,15029.0,score,1.82
task4,15030.0,score,1.84
task4,15031.0,score,1.85
task4,15032.0,score,1.83
task4,15033.0,score,1.88
task4,15034.0,score,1.88
task4,15035.0,score,1.88
task4,15036.0,score,1.89
task4,15037.0,score,1.87
task4,15038.0,score,1.87
task4,15039.0,score,1.85
task4,15040.0,score,1.86
task4,15041.0,score,1.88
task4,15042.0,score,1.87
task4,15043.0,score,1.86
task4,15044.0,score,1.86
task4,15045.0,score,1.86
task4,15046.0,score,1.87
task4,15047.0,score,1.94
task4,15048.0,score,1.94
task4,15049.0,score,1.9
task4,15050.0,score,1.91
task4,15051.0,score,1.93
task4,15052.0,score,1.94
task4,15053.0,score,1.94
task4,15054.0,score,1.93
task4,15055.0,score,1.93
task4,15056.0,score,1.93
task4,15057.0,score,1.94
task4,15058.0,score,1.95
task4,15059.0,score,1.94
task4,15060.0,score,1.92
task4,15061.0,score,1.92
task4,15062.0,score,1.94
task4,15063.0,score,1.95
task4,15064.0,score,1.97
task4,15065.0,score,2.0
task4,15066.0,score,1.97
task4,15067.0,score,1.96
task4,15068.0,score,1.95
task4,15069.0,score,1.95
task4,15070.0,score,2.02
task4,15071.0,score,1.99
task4,15072.0,score,2.0
task4,15073.0,score,2.0
task4,15074.0,score,2.01
task4,15075.0,score,2.01
task4,15076.0,score,1.98
task4,15077.0,score,1.96
task4,15078.0,score,1.99
task4,15079.0,score,2.07
task4,15080.0,score,2.1
task4,15081.0,score,2.11
task4,15082.0,score,2.11
task4,15083.0,score,2.15
task4,15084.0,score,2.14
task4,15085.0,score,2.13
task4,15086.0,score,2.14
task4,15087.0,score,2.14
task4,15088.0,score,2.12
task4,15089.0,score,2.13
task4,15090.0,score,2.11
task4,15091.0,score,2.12
task4,15092.0,score,2.09
task4,15093.0,score,2.09
task4,15094.0,score,2.09
task4,15095.0,score,2.08
task4,15096.0,score,2.09
task4,15097.0,score,2.09
task4,15098.0,score,2.07
task4,15099.0,score,2.08
task4,15100.0,score,2.09
task4,15101.0,score,2.11
task4,15102.0,score,2.13
task4,15103.0,score,2.16
task4,15104.0,score,2.18
task4,15105.0,score,2.17
task4,15106.0,score,2.22
task4,15107.0,score,2.21
task4,15108.0,score,2.19
task4,15109.0,score,2.19
task4,15110.0,score,2.18
task4,15111.0,score,2.24
task4,15112.0,score,2.28
task4,15113.0,score,2.25
task4,15114.0,score,2.27
task4,15115.0,score,2.28
task4,15116.0,score,2.27
task4,15117.0,score,2.26
task4,15118.0,score,2.28
task4,15119.0,score,2.27
task4,15120.0,score,2.26
task4,15121.0,score,2.2
task4,15122.0,score,2.16
task4,15123.0,score,2.15
task4,15124.0,score,2.17
task4,15125.0,score,2.18
task4,15126.0,score,2.19
task4,15127.0,score,2.19
task4,15128.0,score,2.18
task4,15129.0,score,2.16
task4,15130.0,score,2.16
task4,15131.0,score,2.13
task4,15132.0,score,2.14
task4,15133.0,score,2.07
task4,15134.0,score,2.1
task4,15135.0,score,2.15
task4,15136.0,score,2.13
task4,15137.0,score,2.13
task4,15138.0,score,2.11
task4,15139.0,score,2.08
task4,15140.0,score,2.09
task4,15141.0,score,2.11
task4,15142.0,score,2.09
task4,15143.0,score,2.11
task4,15144.0,score,2.13
task4,15145.0,score,2.11
task4,15146.0,score,2.11
task4,15147.0,score,2.06
task4,15148.0,score,2.07
task4,15149.0,score,2.06
task4,15150.0,score,2.06
task4,15151.0,score,2.1
task4,15152.0,score,2.06
task4,15153.0,score,2.06
task4,15154.0,score,2.08
task4,15155.0,score,2.11
task4,15156.0,score,2.12
task4,15157.0,score,2.14
task4,15158.0,score,2.17
task4,15159.0,score,2.19
task4,15160.0,score,2.2
task4,15161.0,score,2.19
task4,15162.0,score,2.19
task4,15163.0,score,2.19
task4,15164.0,score,2.17
task4,15165.0,score,2.17
task4,15166.0,score,2.19
task4,15167.0,score,2.2
task4,15168.0,score,2.19
task4,15169.0,score,2.19
task4,15170.0,score,2.08
task4,15171.0,score,2.09
task4,15172.0,score,2.11
task4,15173.0,score,2.1
task4,15174.0,score,2.12
task4,15175.0,score,2.15
task4,15176.0,score,2.18
task4,15177.0,score,2.19
task4,15178.0,score,2.18
task4,15179.0,score,2.09
task4,15180.0,score,2.06
task4,15181.0,score,2.12
task4,15182.0,score,2.11
task4,15183.0,score,2.07
task4,15184.0,score,2.1
task4,15185.0,score,2.17
task4,15186.0,score,2.14
task4,15187.0,score,2.17
task4,15188.0,score,2.18
task4,15189.0,score,2.18
task4,15190.0,score,2.18
task4,15191.0,score,2.15
task4,15192.0,score,2.15
task4,15193.0,score,2.16
task4,15194.0,score,2.15
task4,15195.0,score,2.15
task4,15196.0,score,2.13
task4,15197.0,score,2.11
task4,15198.0,score,2.12
task4,15199.0,score,2.09
task4,15200.0,score,2.08
task4,15201.0,score,2.09
task4,15202.0,score,2.05
task4,15203.0,score,2.04
task4,15204.0,score,2.04
task4,15205.0,score,2.04
task4,15206.0,score,2.02
task4,15207.0,score,2.02
task4,15208.0,score,2.04
task4,15209.0,score,2.02
task4,15210.0,score,2.01
task4,15211.0,score,1.95
task4,15212.0,score,1.93
task4,15213.0,score,1.94
task4,15214.0,score,1.95
task4,15215.0,score,1.96
task4,15216.0,score,1.92
task4,15217.0,score,1.94
task4,15218.0,score,1.91
task4,15219.0,score,1.94
task4,15220.0,score,1.96
task4,15221.0,score,1.98
task4,15222.0,score,1.98
task4,15223.0,score,2.0
task4,15224.0,score,1.98
task4,15225.0,score,1.96
task4,15226.0,score,1.98
task4,15227.0,score,1.96
task4,15228.0,score,1.95
task4,15229.0,score,2.02
task4,15230.0,score,2.0
task4,15231.0,score,2.01
task4,15232.0,score,2.0
task4,15233.0,score,2.0
task4,15234.0,score,1.99
task4,15235.0,score,1.94
task4,15236.0,score,1.93
task4,15237.0,score,1.94
task4,15238.0,score,1.94
task4,15239.0,score,1.96
task4,15240.0,score,1.99
task4,15241.0,score,1.97
task4,15242.0,score,1.99
task4,15243.0,score,1.98
task4,15244.0,score,1.97
task4,15245.0,score,1.98
task4,15246.0,score,2.01
task4,15247.0,score,2.0
task4,15248.0,score,1.98
task4,15249.0,score,1.99
task4,15250.0,score,2.0
task4,15251.0,score,1.94
task4,15252.0,score,1.98
task4,15253.0,score,1.98
task4,15254.0,score,1.97
task4,15255.0,score,1.93
task4,15256.0,score,1.95
task4,15257.0,score,1.96
task4,15258.0,score,1.92
task4,15259.0,score,1.92
task4,15260.0,score,1.91
task4,15261.0,score,1.92
task4,15262.0,score,1.93
task4,15263.0,score,1.91
task4,15264.0,score,1.92
task4,15265.0,score,1.9
task4,15266.0,score,1.91
task4,15267.0,score,1.94
task4,15268.0,score,1.95
task4,15269.0,score,1.95
task4,15270.0,score,1.95
task4,15271.0,score,1.95
task4,15272.0,score,1.93
task4,15273.0,score,1.93
task4,15274.0,score,1.89
task4,15275.0,score,1.89
task4,15276.0,score,1.86
task4,15277.0,score,1.87
task4,15278.0,score,1.87
task4,15279.0,score,1.87
task4,15280.0,score,1.89
task4,15281.0,score,1.85
task4,15282.0,score,1.87
task4,15283.0,score,1.88
task4,15284.0,score,1.87
task4,15285.0,score,1.8
task4,15286.0,score,1.77
task4,15287.0,score,1.76
task4,15288.0,score,1.76
task4,15289.0,score,1.78
task4,15290.0,score,1.79
task4,15291.0,score,1.79
task4,15292.0,score,1.81
task4,15293.0,score,1.82
task4,15294.0,score,1.82
task4,15295.0,score,1.84
task4,15296.0,score,1.85
task4,15297.0,score,1.89
task4,15298.0,score,1.87
task4,15299.0,score,1.88
task4,15300.0,score,1.89
task4,15301.0,score,1.93
task4,15302.0,score,1.95
task4,15303.0,score,1.94
task4,15304.0,score,1.92
task4,15305.0,score,1.94
task4,15306.0,score,1.9
task4,15307.0,score,1.91
task4,15308.0,score,1.9
task4,15309.0,score,1.9
task4,15310.0,score,1.97
task4,15311.0,score,1.97
task4,15312.0,score,1.96
task4,15313.0,score,1.97
task4,15314.0,score,1.94
task4,15315.0,score,1.93
task4,15316.0,score,1.93
task4,15317.0,score,1.93
task4,15318.0,score,1.93
task4,15319.0,score,1.92
task4,15320.0,score,1.95
task4,15321.0,score,1.93
task4,15322.0,score,1.97
task4,15323.0,score,1.95
task4,15324.0,score,1.96
task4,15325.0,score,1.99
task4,15326.0,score,1.99
task4,15327.0,score,2.01
task4,15328.0,score,2.01
task4,15329.0,score,1.94
task4,15330.0,score,1.96
task4,15331.0,score,1.98
task4,15332.0,score,2.01
task4,15333.0,score,2.01
task4,15334.0,score,2.0
task4,15335.0,score,2.01
task4,15336.0,score,2.05
task4,15337.0,score,2.04
task4,15338.0,score,2.03
task4,15339.0,score,2.02
task4,15340.0,score,1.98
task4,15341.0,score,1.96
task4,15342.0,score,2.0
task4,15343.0,score,2.0
task4,15344.0,score,2.0
task4,15345.0,score,2.05
task4,15346.0,score,2.04
task4,15347.0,score,2.02
task4,15348.0,score,2.02
task4,15349.0,score,2.1
task4,15350.0,score,2.1
task4,15351.0,score,2.12
task4,15352.0,score,2.08
task4,15353.0,score,2.1
task4,15354.0,score,2.09
task4,15355.0,score,2.1
task4,15356.0,score,2.09
task4,15357.0,score,2.07
task4,15358.0,score,2.05
task4,15359.0,score,2.05
task4,15360.0,score,2.06
task4,15361.0,score,2.05
task4,15362.0,score,2.03
task4,15363.0,score,2.05
task4,15364.0,score,2.03
task4,15365.0,score,2.04
task4,15366.0,score,2.02
task4,15367.0,score,1.98
task4,15368.0,score,1.97
task4,15369.0,score,1.98
task4,15370.0,score,1.99
task4,15371.0,score,1.99
task4,15372.0,score,2.0
task4,15373.0,score,2.01
task4,15374.0,score,2.03
task4,15375.0,score,2.01
task4,15376.0,score,2.03
task4,15377.0,score,2.04
task4,15378.0,score,2.03
task4,15379.0,score,2.02
task4,15380.0,score,2.02
task4,15381.0,score,2.01
task4,15382.0,score,1.99
task4,15383.0,score,1.96
task4,15384.0,score,1.96
task4,15385.0,score,1.98
task4,15386.0,score,2.04
task4,15387.0,score,2.02
task4,15388.0,score,2.01
task4,15389.0,score,2.0
task4,15390.0,score,1.98
task4,15391.0,score,2.01
task4,15392.0,score,1.98
task4,15393.0,score,1.99
task4,15394.0,score,2.0
task4,15395.0,score,2.01
task4,15396.0,score,2.0
task4,15397.0,score,1.97
task4,15398.0,score,2.0
task4,15399.0,score,2.1
task4,15400.0,score,2.12
task4,15401.0,score,2.08
task4,15402.0,score,2.07
task4,15403.0,score,2.08
task4,15404.0,score,2.08
task4,15405.0,score,2.07
task4,15406.0,score,2.08
task4,15407.0,score,2.07
task4,15408.0,score,2.09
task4,15409.0,score,2.09
task4,15410.0,score,2.01
task4,15411.0,score,2.0
task4,15412.0,score,2.0
task4,15413.0,score,1.98
task4,15414.0,score,1.99
task4,15415.0,score,2.0
task4,15416.0,score,2.02
task4,15417.0,score,2.02
task4,15418.0,score,2.01
task4,15419.0,score,2.04
task4,15420.0,score,1.99
task4,15421.0,score,1.98
task4,15422.0,score,1.95
task4,15423.0,score,1.95
task4,15424.0,score,1.94
task4,15425.0,score,1.92
task4,15426.0,score,1.9
task4,15427.0,score,1.89
task4,15428.0,score,1.9
task4,15429.0,score,1.91
task4,15430.0,score,1.9
task4,15431.0,score,1.87
task4,15432.0,score,1.86
task4,15433.0,score,1.86
task4,15434.0,score,1.87
task4,15435.0,score,1.88
task4,15436.0,score,1.84
task4,15437.0,score,1.84
task4,15438.0,score,1.84
task4,15439.0,score,1.84
task4,15440.0,score,1.86
task4,15441.0,score,1.86
task4,15442.0,score,1.82
task4,15443.0,score,1.83
task4,15444.0,score,1.84
task4,15445.0,score,1.8
task4,15446.0,score,1.79
task4,15447.0,score,1.82
task4,15448.0,score,1.82
task4,15449.0,score,1.75
task4,15450.0,score,1.74
task4,15451.0,score,1.71
task4,15452.0,score,1.72
task4,15453.0,score,1.72
task4,15454.0,score,1.71
task4,15455.0,score,1.71
task4,15456.0,score,1.68
task4,15457.0,score,1.67
task4,15458.0,score,1.68
task4,15459.0,score,1.67
task4,15460.0,score,1.65
task4,15461.0,score,1.66
task4,15462.0,score,1.66
task4,15463.0,score,1.66
task4,15464.0,score,1.69
task4,15465.0,score,1.7
task4,15466.0,score,1.72
task4,15467.0,score,1.75
task4,15468.0,score,1.81
task4,15469.0,score,1.78
task4,15470.0,score,1.8
task4,15471.0,score,1.79
task4,15472.0,score,1.81
task4,15473.0,score,1.8
task4,15474.0,score,1.8
task4,15475.0,score,1.81
task4,15476.0,score,1.84
task4,15477.0,score,1.81
task4,15478.0,score,1.8
task4,15479.0,score,1.85
task4,15480.0,score,1.85
task4,15481.0,score,1.85
task4,15482.0,score,1.87
task4,15483.0,score,1.87
task4,15484.0,score,1.85
task4,15485.0,score,1.9
task4,15486.0,score,1.85
task4,15487.0,score,1.85
task4,15488.0,score,1.85
task4,15489.0,score,1.84
task4,15490.0,score,1.84
task4,15491.0,score,1.82
task4,15492.0,score,1.83
task4,15493.0,score,1.85
task4,15494.0,score,1.85
task4,15495.0,score,1.83
task4,15496.0,score,1.82
task4,15497.0,score,1.82
task4,15498.0,score,1.82
task4,15499.0,score,1.72
task4,15500.0,score,1.72
task4,15501.0,score,1.7
task4,15502.0,score,1.72
task4,15503.0,score,1.7
task4,15504.0,score,1.72
task4,15505.0,score,1.71
task4,15506.0,score,1.72
task4,15507.0,score,1.75
task4,15508.0,score,1.74
task4,15509.0,score,1.76
task4,15510.0,score,1.77
task4,15511.0,score,1.79
task4,15512.0,score,1.8
task4,15513.0,score,1.83
task4,15514.0,score,1.83
task4,15515.0,score,1.82
task4,15516.0,score,1.82
task4,15517.0,score,1.83
task4,15518.0,score,1.85
task4,15519.0,score,1.81
task4,15520.0,score,1.83
task4,15521.0,score,1.84
task4,15522.0,score,1.84
task4,15523.0,score,1.83
task4,15524.0,score,1.86
task4,15525.0,score,1.85
task4,15526.0,score,1.84
task4,15527.0,score,1.87
task4,15528.0,score,1.88
task4,15529.0,score,1.86
task4,15530.0,score,1.87
task4,15531.0,score,1.89
task4,15532.0,score,1.9
task4,15533.0,score,1.94
task4,15534.0,score,1.93
task4,15535.0,score,1.95
task4,15536.0,score,1.97
task4,15537.0,score,1.97
task4,15538.0,score,2.0
task4,15539.0,score,2.05
task4,15540.0,score,2.03
task4,15541.0,score,2.03
task4,15542.0,score,2.0
task4,15543.0,score,1.99
task4,15544.0,score,1.99
task4,15545.0,score,1.98
task4,15546.0,score,2.01
task4,15547.0,score,1.98
task4,15548.0,score,1.97
task4,15549.0,score,1.98
task4,15550.0,score,1.98
task4,15551.0,score,1.98
task4,15552.0,score,2.0
task4,15553.0,score,1.97
task4,15554.0,score,2.0
task4,15555.0,score,2.0
task4,15556.0,score,2.03
task4,15557.0,score,2.05
task4,15558.0,score,2.04
task4,15559.0,score,2.05
task4,15560.0,score,2.06
task4,15561.0,score,2.04
task4,15562.0,score,2.03
task4,15563.0,score,2.09
task4,15564.0,score,2.07
task4,15565.0,score,2.08
task4,15566.0,score,2.07
task4,15567.0,score,2.05
task4,15568.0,score,2.0
task4,15569.0,score,2.02
task4,15570.0,score,2.08
task4,15571.0,score,2.08
task4,15572.0,score,2.07
task4,15573.0,score,2.06
task4,15574.0,score,2.06
task4,15575.0,score,2.04
task4,15576.0,score,2.0
task4,15577.0,score,2.01
task4,15578.0,score,2.01
task4,15579.0,score,1.99
task4,15580.0,score,2.0
task4,15581.0,score,2.06
task4,15582.0,score,2.05
task4,15583.0,score,2.06
task4,15584.0,score,2.08
task4,15585.0,score,2.03
task4,15586.0,score,2.04
task4,15587.0,score,2.05
task4,15588.0,score,2.07
task4,15589.0,score,2.05
task4,15590.0,score,2.07
task4,15591.0,score,2.07
task4,15592.0,score,2.07
task4,15593.0,score,2.07
task4,15594.0,score,2.09
task4,15595.0,score,2.07
task4,15596.0,score,2.08
task4,15597.0,score,2.07
task4,15598.0,score,2.04
task4,15599.0,score,2.04
task4,15600.0,score,2.09
task4,15601.0,score,2.1
task4,15602.0,score,2.09
task4,15603.0,score,2.14
task4,15604.0,score,2.14
task4,15605.0,score,2.16
task4,15606.0,score,2.15
task4,15607.0,score,2.13
task4,15608.0,score,2.11
task4,15609.0,score,2.12
task4,15610.0,score,2.11
task4,15611.0,score,2.12
task4,15612.0,score,2.12
task4,15613.0,score,2.08
task4,15614.0,score,2.07
task4,15615.0,score,2.05
task4,15616.0,score,2.03
task4,15617.0,score,2.0
task4,15618.0,score,1.98
task4,15619.0,score,2.0
task4,15620.0,score,1.98
task4,15621.0,score,1.98
task4,15622.0,score,2.05
task4,15623.0,score,2.07
task4,15624.0,score,2.03
task4,15625.0,score,2.04
task4,15626.0,score,2.08
task4,15627.0,score,2.06
task4,15628.0,score,2.06
task4,15629.0,score,2.06
task4,15630.0,score,2.08
task4,15631.0,score,2.08
task4,15632.0,score,2.12
task4,15633.0,score,2.11
task4,15634.0,score,2.12
task4,15635.0,score,2.08
task4,15636.0,score,2.07
task4,15637.0,score,2.09
task4,15638.0,score,2.07
task4,15639.0,score,2.03
task4,15640.0,score,2.05
task4,15641.0,score,2.05
task4,15642.0,score,2.07
task4,15643.0,score,2.07
task4,15644.0,score,2.08
task4,15645.0,score,2.1
task4,15646.0,score,2.08
task4,15647.0,score,2.11
task4,15648.0,score,2.16
task4,15649.0,score,2.14
task4,15650.0,score,2.14
task4,15651.0,score,2.13
task4,15652.0,score,2.12
task4,15653.0,score,2.16
task4,15654.0,score,2.14
task4,15655.0,score,2.15
task4,15656.0,score,2.13
task4,15657.0,score,2.14
task4,15658.0,score,2.16
task4,15659.0,score,2.16
task4,15660.0,score,2.16
task4,15661.0,score,2.17
task4,15662.0,score,2.18
task4,15663.0,score,2.1
task4,15664.0,score,2.09
task4,15665.0,score,2.08
task4,15666.0,score,2.09
task4,15667.0,score,2.12
task4,15668.0,score,2.1
task4,15669.0,score,2.09
task4,15670.0,score,2.01
task4,15671.0,score,2.02
task4,15672.0,score,2.0
task4,15673.0,score,2.06
task4,15674.0,score,2.06
task4,15675.0,score,2.08
task4,15676.0,score,2.08
task4,15677.0,score,2.08
task4,15678.0,score,2.11
task4,15679.0,score,2.08
task4,15680.0,score,2.07
task4,15681.0,score,1.99
task4,15682.0,score,2.02
task4,15683.0,score,2.01
task4,15684.0,score,2.01
task4,15685.0,score,2.0
task4,15686.0,score,2.01
task4,15687.0,score,2.0
task4,15688.0,score,1.98
task4,15689.0,score,1.99
task4,15690.0,score,1.98
task4,15691.0,score,1.97
task4,15692.0,score,2.01
task4,15693.0,score,2.0
task4,15694.0,score,1.97
task4,15695.0,score,1.99
task4,15696.0,score,1.98
task4,15697.0,score,1.99
task4,15698.0,score,2.0
task4,15699.0,score,1.99
task4,15700.0,score,1.91
task4,15701.0,score,1.89
task4,15702.0,score,1.89
task4,15703.0,score,1.86
task4,15704.0,score,1.85
task4,15705.0,score,1.83
task4,15706.0,score,1.82
task4,15707.0,score,1.81
task4,15708.0,score,1.82
task4,15709.0,score,1.81
task4,15710.0,score,1.82
task4,15711.0,score,1.8
task4,15712.0,score,1.78
task4,15713.0,score,1.8
task4,15714.0,score,1.81
task4,15715.0,score,1.84
task4,15716.0,score,1.86
task4,15717.0,score,1.9
task4,15718.0,score,1.91
task4,15719.0,score,1.89
task4,15720.0,score,1.89
task4,15721.0,score,1.91
task4,15722.0,score,1.86
task4,15723.0,score,1.86
task4,15724.0,score,1.87
task4,15725.0,score,1.9
task4,15726.0,score,1.86
task4,15727.0,score,1.84
task4,15728.0,score,1.83
task4,15729.0,score,1.83
task4,15730.0,score,1.79
task4,15731.0,score,1.78
task4,15732.0,score,1.71
task4,15733.0,score,1.71
task4,15734.0,score,1.69
task4,15735.0,score,1.69
task4,15736.0,score,1.7
task4,15737.0,score,1.7
task4,15738.0,score,1.71
task4,15739.0,score,1.72
task4,15740.0,score,1.76
task4,15741.0,score,1.79
task4,15742.0,score,1.79
task4,15743.0,score,1.77
task4,15744.0,score,1.76
task4,15745.0,score,1.76
task4,15746.0,score,1.74
task4,15747.0,score,1.75
task4,15748.0,score,1.71
task4,15749.0,score,1.72
task4,15750.0,score,1.7
task4,15751.0,score,1.72
task4,15752.0,score,1.71
task4,15753.0,score,1.68
task4,15754.0,score,1.7
task4,15755.0,score,1.7
task4,15756.0,score,1.7
task4,15757.0,score,1.7
task4,15758.0,score,1.69
task4,15759.0,score,1.69
task4,15760.0,score,1.71
task4,15761.0,score,1.72
task4,15762.0,score,1.74
task4,15763.0,score,1.79
task4,15764.0,score,1.8
task4,15765.0,score,1.78
task4,15766.0,score,1.77
task4,15767.0,score,1.75
task4,15768.0,score,1.75
task4,15769.0,score,1.76
task4,15770.0,score,1.78
task4,15771.0,score,1.79
task4,15772.0,score,1.8
task4,15773.0,score,1.76
task4,15774.0,score,1.79
task4,15775.0,score,1.84
task4,15776.0,score,1.84
task4,15777.0,score,1.85
task4,15778.0,score,1.82
task4,15779.0,score,1.84
task4,15780.0,score,1.85
task4,15781.0,score,1.86
task4,15782.0,score,1.82
task4,15783.0,score,1.83
task4,15784.0,score,1.82
task4,15785.0,score,1.85
task4,15786.0,score,1.84
task4,15787.0,score,1.87
task4,15788.0,score,1.88
task4,15789.0,score,1.93
task4,15790.0,score,1.94
task4,15791.0,score,1.96
task4,15792.0,score,1.93
task4,15793.0,score,1.92
task4,15794.0,score,1.93
task4,15795.0,score,1.92
task4,15796.0,score,1.92
task4,15797.0,score,1.92
task4,15798.0,score,1.93
task4,15799.0,score,1.94
task4,15800.0,score,1.94
task4,15801.0,score,1.96
task4,15802.0,score,1.94
task4,15803.0,score,1.92
task4,15804.0,score,1.91
task4,15805.0,score,1.92
task4,15806.0,score,1.93
task4,15807.0,score,1.94
task4,15808.0,score,1.94
task4,15809.0,score,1.96
task4,15810.0,score,1.95
task4,15811.0,score,1.97
task4,15812.0,score,2.01
task4,15813.0,score,2.03
task4,15814.0,score,2.03
task4,15815.0,score,2.0
task4,15816.0,score,1.99
task4,15817.0,score,1.94
task4,15818.0,score,1.94
task4,15819.0,score,1.99
task4,15820.0,score,2.01
task4,15821.0,score,2.01
task4,15822.0,score,2.01
task4,15823.0,score,2.0
task4,15824.0,score,1.99
task4,15825.0,score,1.95
task4,15826.0,score,1.97
task4,15827.0,score,1.97
task4,15828.0,score,2.0
task4,15829.0,score,2.02
task4,15830.0,score,2.03
task4,15831.0,score,2.04
task4,15832.0,score,2.04
task4,15833.0,score,2.02
task4,15834.0,score,2.02
task4,15835.0,score,2.03
task4,15836.0,score,2.06
task4,15837.0,score,2.04
task4,15838.0,score,2.05
task4,15839.0,score,2.05
task4,15840.0,score,2.03
task4,15841.0,score,2.0
task4,15842.0,score,2.03
task4,15843.0,score,2.03
task4,15844.0,score,2.02
task4,15845.0,score,2.01
task4,15846.0,score,2.02
task4,15847.0,score,1.99
task4,15848.0,score,2.01
task4,15849.0,score,2.0
task4,15850.0,score,2.03
task4,15851.0,score,2.01
task4,15852.0,score,2.05
task4,15853.0,score,2.05
task4,15854.0,score,2.06
task4,15855.0,score,2.06
task4,15856.0,score,2.07
task4,15857.0,score,2.04
task4,15858.0,score,2.09
task4,15859.0,score,2.1
task4,15860.0,score,2.07
task4,15861.0,score,2.1
task4,15862.0,score,2.13
task4,15863.0,score,2.12
task4,15864.0,score,2.12
task4,15865.0,score,2.12
task4,15866.0,score,2.14
task4,15867.0,score,2.13
task4,15868.0,score,2.14
task4,15869.0,score,2.15
task4,15870.0,score,2.14
task4,15871.0,score,2.14
task4,15872.0,score,2.13
task4,15873.0,score,2.13
task4,15874.0,score,2.09
task4,15875.0,score,2.02
task4,15876.0,score,2.02
task4,15877.0,score,2.04
task4,15878.0,score,2.04
task4,15879.0,score,2.06
task4,15880.0,score,2.04
task4,15881.0,score,2.02
task4,15882.0,score,2.04
task4,15883.0,score,2.06
task4,15884.0,score,2.05
task4,15885.0,score,2.05
task4,15886.0,score,2.11
task4,15887.0,score,2.1
task4,15888.0,score,2.08
task4,15889.0,score,2.05
task4,15890.0,score,2.04
task4,15891.0,score,2.03
task4,15892.0,score,2.05
task4,15893.0,score,2.05
task4,15894.0,score,2.03
task4,15895.0,score,2.02
task4,15896.0,score,2.01
task4,15897.0,score,2.01
task4,15898.0,score,1.99
task4,15899.0,score,1.99
task4,15900.0,score,2.0
task4,15901.0,score,2.02
task4,15902.0,score,2.04
task4,15903.0,score,2.04
task4,15904.0,score,2.07
task4,15905.0,score,2.09
task4,15906.0,score,2.1
task4,15907.0,score,2.11
task4,15908.0,score,2.13
task4,15909.0,score,2.11
task4,15910.0,score,2.17
task4,15911.0,score,2.15
task4,15912.0,score,2.13
task4,15913.0,score,2.11
task4,15914.0,score,2.09
task4,15915.0,score,2.11
task4,15916.0,score,2.12
task4,15917.0,score,2.13
task4,15918.0,score,2.13
task4,15919.0,score,2.1
task4,15920.0,score,2.08
task4,15921.0,score,2.07
task4,15922.0,score,2.04
task4,15923.0,score,2.07
task4,15924.0,score,2.08
task4,15925.0,score,2.09
task4,15926.0,score,2.07
task4,15927.0,score,2.07
task4,15928.0,score,2.03
task4,15929.0,score,2.01
